age,income,expenses,savings_ratio,dependents,horizon,existing_investments,crash_behavior,experience,focus,risk_label
54,127811,46085,0.639,2,4,48167,1,0,0,1
59,79935,41105,0.486,0,20,1296181,1,1,2,2
34,199442,86275,0.567,4,24,1464011,0,1,1,2
52,295472,91192,0.691,2,24,1035592,2,0,2,2
57,40534,20188,0.502,4,26,3699618,1,2,1,2
45,61320,21425,0.651,3,25,2644556,2,0,2,2
36,74170,32727,0.559,3,7,682622,0,0,1,1
50,125546,44052,0.649,3,10,2462172,2,0,0,1
29,105201,37400,0.644,4,12,4201847,1,1,0,1
26,259473,106242,0.591,4,1,893643,2,1,2,2
50,295784,251391,0.15,4,25,3096818,1,0,1,1
25,256324,77205,0.699,0,16,3709294,2,2,1,2
33,186121,121215,0.349,4,5,4187635,1,0,0,0
23,258612,97673,0.622,3,19,3294021,2,1,2,2
48,212125,171046,0.194,1,4,2493691,2,1,0,1
52,225796,79366,0.649,4,6,838537,2,0,0,1
57,168279,138878,0.175,1,26,850262,1,1,2,1
57,221846,141096,0.364,3,9,4006127,1,2,2,1
47,189044,56845,0.699,4,14,3285130,2,1,0,2
64,227160,179843,0.208,0,9,4989347,1,1,2,1
48,95463,56031,0.413,0,15,276016,1,2,0,1
26,118500,52669,0.556,1,20,2918514,0,2,0,1
41,232772,168062,0.278,0,8,1907030,1,0,2,0
32,62158,50327,0.19,0,32,1111290,1,1,2,2
31,109607,62040,0.434,0,21,4165638,1,0,1,2
61,270017,127867,0.526,3,19,1006298,1,0,0,1
59,145076,106474,0.266,0,29,2697881,0,0,0,0
27,83692,56490,0.325,2,31,636024,1,2,2,2
29,155841,122929,0.211,4,6,4789371,2,1,2,2
44,217816,148307,0.319,0,4,2048149,0,0,1,0
47,186081,80748,0.566,0,29,3893644,1,0,2,1
64,136718,111071,0.188,0,3,4134667,1,2,0,0
33,25192,9010,0.642,2,1,3113798,2,1,1,2
47,272536,121924,0.553,0,15,3322099,0,0,0,1
34,61413,35994,0.414,0,21,3270518,0,2,1,2
61,168888,103217,0.389,4,31,1631629,1,1,1,1
39,64082,19764,0.692,2,7,3161663,1,0,2,1
46,148130,108033,0.271,2,17,1908010,0,1,1,0
54,75940,37885,0.501,0,19,4537079,2,2,1,2
61,188202,98529,0.476,2,3,2622760,1,2,2,1
64,65142,48540,0.255,1,30,4502480,1,0,1,1
33,61468,31262,0.491,2,29,2699203,1,0,0,1
57,166727,54348,0.674,2,14,3032563,2,0,1,1
25,203969,80984,0.603,2,28,1486630,0,1,2,2
26,261187,215674,0.174,3,30,3408424,0,1,1,1
58,67056,22713,0.661,3,26,85591,0,0,0,0
29,76831,38047,0.505,3,7,1032673,1,2,1,2
63,274664,158412,0.423,2,31,3357434,2,1,2,2
49,133117,76050,0.429,1,5,2046416,1,1,0,1
52,68954,20836,0.698,2,14,2011718,0,2,1,1
30,258192,148625,0.424,0,27,3125384,0,1,1,2
50,25717,13143,0.489,1,24,4678635,1,0,0,1
35,298820,249408,0.165,3,29,1951330,0,1,1,1
61,205882,79786,0.612,4,22,3967925,2,2,2,2
62,143696,71098,0.505,1,8,1931430,0,0,0,0
43,29994,15918,0.469,3,15,4828502,0,2,2,2
32,291378,150025,0.485,1,5,2938265,0,0,2,1
44,94300,62823,0.334,1,4,4126464,2,0,1,1
22,62405,26118,0.581,2,11,3994509,1,0,0,1
58,48185,20314,0.578,0,18,2721503,2,2,2,2
42,199514,139872,0.299,4,30,63474,1,1,2,1
47,158653,91250,0.425,3,15,2071407,0,0,0,0
57,76717,40532,0.472,1,6,4879177,1,2,0,1
44,27763,10912,0.607,4,16,1857600,1,1,1,2
22,80480,32444,0.597,1,9,2471492,1,2,1,2
61,194831,59579,0.694,0,34,1858626,1,0,1,1
36,232139,81314,0.65,4,27,2505777,0,0,2,1
42,143094,86752,0.394,3,13,4742746,0,1,1,1
30,181379,143385,0.209,1,27,1081458,1,2,2,2
30,252443,115603,0.542,0,9,4801080,1,1,1,2
31,36064,17320,0.52,4,5,539989,2,1,0,2
47,101848,37030,0.636,1,22,1641089,1,2,2,2
62,62548,32133,0.486,1,31,707852,2,0,1,1
56,193017,61856,0.68,3,3,1084495,1,1,0,1
46,293620,236270,0.195,0,30,1752362,0,1,1,1
47,27382,18351,0.33,2,21,9013,2,0,1,1
32,201348,170121,0.155,1,6,2756086,1,0,1,1
59,104698,82245,0.214,4,28,1801952,1,2,2,2
23,270762,151665,0.44,3,32,3153566,1,2,2,2
28,268381,157224,0.414,3,25,2128520,1,0,0,2
39,70095,28375,0.595,1,32,2653668,2,0,2,2
48,47010,26049,0.446,1,22,2283997,2,0,0,1
55,158962,126639,0.203,1,24,2505191,1,2,0,1
48,134162,44001,0.672,2,30,678870,1,1,0,1
38,295170,228743,0.225,1,32,2226954,2,2,1,2
64,93842,45749,0.512,0,31,3970493,0,2,0,1
45,296421,235575,0.205,4,23,3970578,1,0,1,1
46,198311,162116,0.183,1,33,57955,0,0,0,0
28,156742,104856,0.331,2,25,4515955,1,1,1,1
27,245283,163219,0.335,4,24,4245337,2,0,2,2
45,173961,95507,0.451,3,31,4005132,1,0,2,2
54,200607,152370,0.24,1,13,4241523,0,0,1,1
50,270144,223918,0.171,4,10,2786989,1,1,1,1
64,177711,129070,0.274,3,23,4392604,2,1,2,2
43,220784,141757,0.358,2,18,1457315,1,0,2,1
47,277217,175682,0.366,0,32,2471922,2,1,2,2
49,188244,144422,0.233,1,33,2270429,2,0,0,1
42,126158,75399,0.402,0,28,917629,0,2,1,2
28,298721,221687,0.258,2,16,1028752,0,1,1,1
38,88972,51593,0.42,4,16,2950319,1,0,1,1
41,125922,42101,0.666,4,18,366540,2,1,1,2
62,60931,31146,0.489,2,8,2113527,2,1,2,2
41,149168,81213,0.456,2,16,133783,1,0,2,2
43,191782,72472,0.622,1,11,271326,1,0,0,1
49,148099,52778,0.644,3,6,4056561,0,2,1,1
61,59693,35487,0.405,0,1,989035,2,0,1,1
28,133944,46455,0.653,0,12,3579894,0,1,0,1
22,249655,116493,0.533,4,28,1192568,1,2,0,2
53,232574,165017,0.29,4,17,120270,0,0,2,1
34,272572,226354,0.17,1,1,3885506,0,0,1,1
51,70913,49272,0.305,2,32,2755077,1,2,2,1
44,222097,187881,0.154,0,8,1137485,1,0,2,1
40,112796,77162,0.316,1,24,1495734,1,1,2,2
53,109811,50687,0.538,4,10,1990771,0,1,0,0
51,215121,144051,0.33,4,10,295943,2,2,0,1
50,257892,176961,0.314,0,25,2557145,1,2,1,1
50,64178,32374,0.496,4,10,34510,1,2,0,1
51,41999,13008,0.69,4,19,1545805,1,1,1,2
37,220623,151515,0.313,3,15,4282223,1,2,2,2
61,196244,61215,0.688,2,16,732726,0,2,2,2
40,297769,192702,0.353,4,2,2519343,2,2,2,1
39,223237,87059,0.61,3,29,4509690,1,2,1,2
22,31859,19468,0.389,1,4,3631031,0,0,1,0
35,135986,78484,0.423,4,29,2072544,1,1,0,1
23,257654,79211,0.693,1,31,4674569,1,0,1,2
49,74522,37229,0.5,4,17,131235,0,0,2,1
51,255233,160949,0.369,0,10,3378414,2,0,0,0
59,32485,24907,0.233,3,27,2573283,0,2,1,1
25,268056,211430,0.211,3,15,4438671,1,0,2,2
22,137701,77954,0.434,0,31,816462,2,1,0,2
29,232352,162793,0.299,2,21,902997,0,1,2,2
50,127638,60506,0.526,3,26,1173279,1,0,0,1
60,209514,102285,0.512,1,17,1471274,0,1,2,1
24,299370,121830,0.593,3,3,4094290,0,1,1,1
53,118405,72117,0.391,2,14,2416551,0,2,0,0
31,235048,111180,0.527,1,13,878839,2,0,0,2
31,187781,65048,0.654,1,27,1690816,2,0,2,2
40,62019,41971,0.323,0,1,3589444,2,1,2,1
55,286497,197472,0.311,4,17,3041035,1,0,1,1
54,90133,44885,0.502,0,34,1509579,2,0,2,2
44,222530,76149,0.658,4,14,2382970,1,0,2,2
49,183598,98126,0.466,0,17,3807678,1,1,0,1
53,153585,83440,0.457,4,3,4094664,1,0,1,1
28,270172,180412,0.332,3,34,4496874,0,1,1,1
50,150814,71407,0.527,1,25,1098160,2,2,1,2
29,50939,34405,0.325,4,2,1741951,1,2,0,1
22,178939,139450,0.221,3,34,4791843,2,0,1,2
24,287347,123736,0.569,2,26,4263657,1,1,1,2
45,115880,97154,0.162,0,31,680050,1,0,0,0
44,28748,14733,0.487,2,9,4187551,0,0,1,1
29,261094,116707,0.553,3,30,3778302,1,0,2,2
58,176956,94110,0.468,2,20,295906,2,1,0,1
24,181255,63787,0.648,2,21,4887163,0,1,2,2
54,175331,64721,0.631,3,29,2578356,2,2,1,2
49,192031,101380,0.472,1,25,1449462,1,2,0,1
29,150829,108498,0.281,4,25,3240868,1,0,2,2
55,153216,121833,0.205,0,9,2967658,1,1,0,0
56,90901,60508,0.334,4,26,3162743,2,0,1,1
53,268386,96047,0.642,0,16,1945188,1,1,0,1
45,200607,134328,0.33,4,12,1759133,1,0,1,1
35,123046,79916,0.351,2,24,3522591,1,2,1,1
53,103278,76753,0.257,1,26,579649,1,2,1,1
64,299535,225815,0.246,2,20,4870922,0,0,0,0
37,127476,99114,0.222,1,9,959012,0,2,2,1
25,122537,64671,0.472,3,23,2033864,0,1,2,2
58,206429,141161,0.316,0,29,3532645,1,1,1,1
42,242980,108742,0.552,0,31,464944,1,1,0,1
35,100403,85305,0.15,3,19,3173138,1,1,0,1
52,89286,35395,0.604,4,20,785334,1,2,2,2
39,129927,39700,0.694,3,23,1975975,0,2,0,1
28,48386,18475,0.618,3,27,2996206,0,1,0,1
31,202826,147399,0.273,1,30,2094889,0,2,1,1
28,277156,151252,0.454,3,21,2502632,1,2,2,2
54,273724,149487,0.454,0,7,4484486,0,0,1,1
44,226202,186676,0.175,2,22,235530,1,0,0,0
42,50525,40713,0.194,1,10,1951944,1,1,1,1
40,104818,49385,0.529,1,23,2368432,1,2,1,2
40,139589,57926,0.585,4,15,3421085,2,0,1,1
57,170406,130644,0.233,2,30,3354408,1,1,0,1
50,119715,95569,0.202,1,34,551719,0,0,2,1
39,218839,130839,0.402,3,13,3188018,1,2,1,2
23,293788,189840,0.354,1,4,985043,0,2,1,1
22,282438,124640,0.559,1,18,1931823,0,1,1,2
26,192679,142667,0.26,1,23,3188475,2,1,1,2
41,108178,70063,0.352,4,33,724568,0,2,1,1
32,200458,115650,0.423,1,34,4847724,2,0,0,2
63,279466,93078,0.667,1,34,4001175,0,2,1,1
23,111724,89799,0.196,4,17,670247,2,1,1,2
24,254204,162308,0.362,2,28,1567692,2,1,2,2
44,121393,49283,0.594,0,14,4718643,1,1,0,1
33,101312,64182,0.366,4,34,1511718,1,1,2,2
41,96196,64701,0.327,4,11,4484939,1,2,1,1
26,95014,55979,0.411,1,13,3948240,2,2,1,2
58,166994,116053,0.305,1,33,559168,1,2,0,1
59,58340,36159,0.38,0,2,1239613,0,0,1,0
51,138711,113919,0.179,1,34,2470352,1,0,2,1
30,240250,79170,0.67,3,29,349829,0,1,2,2
55,36094,12937,0.642,1,4,1915883,2,2,1,1
56,292885,115841,0.604,1,12,1143417,1,1,1,1
43,136585,92822,0.32,3,26,1770826,0,2,2,1
45,93798,61444,0.345,0,28,3608234,1,2,2,2
38,226604,179160,0.209,3,3,4079399,0,1,2,0
31,135130,95007,0.297,4,20,2612902,2,2,0,2
51,191667,111089,0.42,3,10,1605869,2,2,2,2
44,55257,46720,0.154,2,18,1286479,0,2,0,1
53,77691,34678,0.554,4,27,3930174,1,1,1,2
38,104768,79440,0.242,1,31,4300683,2,2,0,1
38,39026,20868,0.465,4,27,2934312,0,0,1,1
35,250162,164307,0.343,0,1,4858355,1,1,1,0
30,44610,31226,0.3,0,6,2106908,1,0,0,0
61,202718,131475,0.351,3,11,647958,0,0,1,0
23,203646,76831,0.623,4,34,3320108,0,2,1,2
46,247123,134341,0.456,1,20,2113685,2,1,0,1
60,44288,26962,0.391,0,21,4716274,1,0,0,0
30,109425,83926,0.233,1,21,97417,1,1,1,1
43,25917,14098,0.456,2,18,1404038,1,2,2,2
64,278187,224027,0.195,0,21,2819672,2,2,1,2
25,64104,34757,0.458,3,19,1493518,1,0,1,2
47,174134,104798,0.398,2,4,348492,0,2,2,1
50,287091,211860,0.262,4,13,2956649,0,1,0,0
55,86169,53483,0.379,1,18,2023001,2,1,2,2
44,179542,148682,0.172,0,29,4525931,0,1,1,0
58,154744,102623,0.337,2,25,4338748,0,2,2,1
32,84821,49831,0.413,2,13,4625202,1,2,1,2
27,242741,75972,0.687,0,27,1930917,0,0,2,2
39,274265,144689,0.472,4,19,3606743,2,1,0,1
42,239127,111095,0.535,4,1,1664588,1,1,2,2
63,299336,212965,0.289,3,19,2556481,0,1,1,0
57,228834,94863,0.585,4,1,3488437,0,1,1,0
62,259538,107155,0.587,3,17,49574,1,1,0,1
59,111795,45191,0.596,2,21,140017,1,1,2,2
55,190159,70185,0.631,0,22,4223722,2,0,1,2
38,160699,75697,0.529,4,15,3228335,1,1,0,1
58,268877,211675,0.213,3,32,4768466,1,2,0,1
46,224298,162887,0.274,2,4,2995742,2,1,1,1
59,213505,150390,0.296,4,32,3556074,1,2,0,1
33,161285,119114,0.261,1,4,4018417,1,0,1,1
44,127412,57103,0.552,2,1,4324842,1,1,2,2
63,44404,34994,0.212,4,33,2034328,2,1,1,1
43,141545,53152,0.624,2,7,4408003,1,0,2,1
42,247128,119854,0.515,0,9,1261041,1,0,1,1
48,175245,109127,0.377,0,1,2601740,1,2,2,1
52,209099,74564,0.643,0,16,2671075,1,1,1,1
27,286657,201110,0.298,1,18,4451774,0,1,1,1
48,281875,144597,0.487,0,6,1948031,1,1,1,1
61,39995,29253,0.269,1,2,4556285,0,2,1,1
55,48559,27731,0.429,0,9,4473852,0,1,2,1
33,123000,49136,0.601,2,4,1645493,2,2,1,2
28,177191,124763,0.296,4,23,4643138,1,0,2,2
31,50517,22160,0.561,4,8,2504153,0,1,1,1
38,240558,137104,0.43,0,25,2276583,1,0,1,1
47,130686,44634,0.658,4,16,484023,1,2,1,2
42,113151,72397,0.36,0,17,953618,1,1,1,1
49,290471,193518,0.334,0,18,32799,0,1,0,0
23,145318,73860,0.492,3,27,2399941,0,0,2,2
64,220490,181889,0.175,3,15,4888602,1,1,2,1
22,198860,155268,0.219,3,17,2547350,1,0,0,1
57,140945,97162,0.311,1,5,4534062,0,1,2,0
47,238456,165132,0.307,3,16,3279115,1,2,0,1
50,77446,33984,0.561,0,15,2058836,1,2,1,2
42,212655,140617,0.339,2,34,3374067,0,0,1,1
32,165148,67547,0.591,3,19,2109572,2,2,0,2
61,94341,35774,0.621,3,8,4474760,2,2,0,1
32,56085,47655,0.15,2,10,807827,0,1,1,1
57,30750,19750,0.358,0,5,302445,0,1,0,0
60,60903,32707,0.463,1,26,2144124,1,2,0,2
61,228561,104793,0.542,3,22,1129429,1,1,0,1
56,116036,73352,0.368,2,23,2741575,2,1,0,1
55,112954,36967,0.673,0,13,4276808,1,1,0,1
45,142305,50101,0.648,4,9,3267101,1,0,1,1
43,225753,71805,0.682,1,20,4527228,2,2,2,2
26,57101,32807,0.425,2,28,3569873,1,1,0,1
54,27775,17507,0.37,2,24,4562906,0,1,0,0
57,136497,45639,0.666,2,33,2606804,1,0,2,2
41,70619,49198,0.303,3,20,1374340,0,0,0,0
40,277388,118366,0.573,4,30,4016284,0,1,2,1
56,258346,174864,0.323,1,9,1935204,2,1,0,0
64,90149,75729,0.16,0,17,4791146,0,2,0,0
38,51616,35104,0.32,0,14,2500989,0,0,0,0
64,246767,193898,0.214,4,19,117781,2,0,0,1
55,210639,173041,0.178,2,7,4719565,1,1,2,1
30,193171,109665,0.432,2,3,1822648,0,1,0,1
47,231903,159150,0.314,2,33,3385938,1,0,2,1
23,256318,197001,0.231,2,32,3250647,0,0,1,1
30,80863,40118,0.504,2,11,3182825,0,2,2,2
30,198115,87917,0.556,4,2,4315707,2,0,0,1
61,278347,228419,0.179,3,26,3966405,0,2,0,1
38,214052,149722,0.301,1,4,549634,1,1,1,1
22,160203,67417,0.579,2,17,2727073,0,1,0,1
46,272908,149279,0.453,3,17,3236145,2,0,2,2
64,298493,220302,0.262,0,28,2539521,1,2,1,1
61,217003,130393,0.399,4,30,3105038,2,0,1,1
63,299597,196977,0.343,3,23,3142052,1,1,0,1
46,174886,124968,0.285,2,24,1911950,2,0,1,1
60,174335,111941,0.358,2,29,2988731,2,2,1,2
56,102694,61312,0.403,2,4,1840980,2,2,2,2
24,40735,29015,0.288,3,29,1883071,0,1,1,1
58,200745,140553,0.3,2,19,2940639,0,0,2,1
51,245534,158720,0.354,3,27,1711638,0,2,2,1
59,70066,34884,0.502,2,29,4803426,0,2,2,2
55,256387,134140,0.477,0,6,939044,2,1,1,1
33,159445,132935,0.166,0,23,3989610,1,2,1,2
40,297836,107760,0.638,1,8,3735268,1,1,0,1
58,70541,31579,0.552,2,2,2144056,1,0,2,1
38,190129,108529,0.429,2,13,3241069,0,0,2,1
31,91983,69925,0.24,3,21,4977188,0,1,0,1
33,175655,68509,0.61,3,31,789031,1,1,1,2
37,178837,80892,0.548,2,27,3897133,2,0,2,2
45,215359,72401,0.664,1,23,740079,1,0,0,1
40,235747,162262,0.312,2,21,4905829,1,1,0,0
29,202597,87322,0.569,3,13,1238503,1,0,2,2
52,194302,99826,0.486,2,26,1283425,2,0,2,2
42,277084,150743,0.456,3,7,3564936,0,2,2,1
38,146015,115384,0.21,2,22,1474372,1,0,0,0
44,197257,103802,0.474,4,23,333060,0,0,0,0
58,271536,103149,0.62,3,30,1954201,1,1,1,1
37,249021,146517,0.412,1,18,2680210,1,2,1,2
27,155956,129385,0.17,4,18,1285423,2,1,1,2
29,95744,60723,0.366,2,10,144015,0,0,2,1
46,98616,82922,0.159,3,30,2199494,0,2,2,1
39,112438,85746,0.237,4,26,2682897,1,1,1,1
46,141841,45358,0.68,1,7,4033310,1,1,0,1
33,165558,109619,0.338,3,7,1548160,1,1,0,1
36,194934,89225,0.542,4,5,2894978,2,1,1,1
47,277734,168803,0.392,4,1,3480030,1,1,0,0
62,83870,38046,0.546,4,18,386804,1,2,1,2
47,111694,54939,0.508,0,13,1860288,1,1,1,2
53,262068,211683,0.192,2,25,2221373,2,2,2,2
31,126407,52288,0.586,3,8,1125894,1,1,1,2
37,56379,44018,0.219,3,10,1967239,0,0,1,0
28,261500,82830,0.683,3,32,3478034,1,1,2,2
38,79353,27772,0.65,4,17,994670,2,0,1,2
44,206068,158687,0.23,2,15,2412008,0,0,2,1
47,236144,152739,0.353,1,15,4979376,1,2,1,1
42,90982,64686,0.289,3,20,2611173,2,1,2,2
43,61683,25609,0.585,2,15,1710525,1,0,0,1
28,139091,82814,0.405,2,6,2931825,1,1,1,1
35,142797,100739,0.295,0,30,794609,0,0,1,0
36,31587,20374,0.355,3,8,523099,1,2,2,1
28,254602,142433,0.441,4,31,3311328,0,0,0,1
30,176599,146202,0.172,2,32,2856258,2,1,0,1
29,298295,200420,0.328,2,15,3595775,2,1,1,2
44,215246,172038,0.201,1,18,576115,2,1,0,1
50,69739,48913,0.299,0,13,3562452,1,0,1,1
39,57954,40828,0.295,2,24,2021013,0,1,2,1
52,268935,92516,0.656,2,14,3750517,1,2,2,2
51,134373,66878,0.502,4,28,2165924,1,2,0,2
60,59700,46094,0.228,4,11,2637051,1,1,0,0
56,148728,63645,0.572,1,6,153354,1,1,1,1
39,96045,34915,0.636,1,25,1516008,1,0,1,1
63,169972,81477,0.521,1,1,4336716,1,0,1,1
60,26881,11323,0.579,4,25,358773,2,2,2,2
38,113059,91454,0.191,4,2,1419330,1,2,1,1
35,239566,186234,0.223,0,32,3228763,1,1,0,0
52,134388,77249,0.425,3,13,804597,0,1,2,1
45,223303,74524,0.666,3,33,1682186,1,1,0,1
56,290406,201254,0.307,0,32,4153994,0,0,0,0
55,106972,68769,0.357,3,24,1103091,1,1,2,1
24,79722,66472,0.166,4,27,3891540,1,2,1,2
58,206890,125670,0.393,3,4,109446,0,1,1,0
64,294045,142616,0.515,4,24,59789,2,0,1,2
61,142473,83412,0.415,0,23,2680928,0,0,0,1
47,295741,248006,0.161,1,29,3312844,1,0,1,1
44,240286,164115,0.317,0,34,704960,1,1,1,1
60,268896,180049,0.33,3,21,873889,1,2,0,1
36,181877,78639,0.568,4,30,3849864,2,2,1,2
25,36874,26142,0.291,3,26,2601855,1,2,2,2
50,249137,177547,0.287,3,20,930340,1,1,1,1
43,120408,57134,0.525,1,16,3744541,0,1,2,2
46,145606,82419,0.434,3,3,3984808,2,2,2,2
34,145062,67023,0.538,1,25,4027876,1,1,2,2
39,37100,16408,0.558,4,23,2309117,2,2,1,2
54,175872,55266,0.686,4,1,3590278,1,2,1,1
37,219472,100269,0.543,1,33,1162493,2,0,1,1
63,259196,156731,0.395,0,15,3771646,2,1,2,2
23,232609,69987,0.699,4,17,2646661,1,1,0,2
56,176014,80221,0.544,0,34,525007,1,0,2,2
63,298813,234501,0.215,4,17,214514,1,1,1,1
55,209844,131468,0.373,4,4,132141,1,2,0,0
51,298022,189042,0.366,2,13,2676154,1,2,1,1
34,290129,151403,0.478,3,4,1121861,0,0,0,1
34,229720,154385,0.328,3,7,275079,1,1,0,1
39,66235,26789,0.596,0,9,3002946,0,1,2,1
53,117876,88443,0.25,3,23,4762627,0,1,1,1
53,25336,9226,0.636,0,33,388831,1,1,1,2
56,94504,62448,0.339,4,33,4474988,0,1,1,1
60,124214,60570,0.512,2,20,4925705,2,1,1,2
50,207220,147360,0.289,2,4,1815689,2,0,0,0
50,138936,83690,0.398,4,1,3616177,2,1,2,1
37,41279,22653,0.451,1,34,2243445,1,1,2,2
31,224737,88362,0.607,1,27,3462653,1,0,2,2
51,128751,83720,0.35,3,21,531375,1,0,0,0
46,96386,80590,0.164,0,24,2053078,1,1,1,1
60,111124,83796,0.246,2,15,2523768,0,2,2,1
41,116911,38931,0.667,3,25,3324116,1,1,0,1
26,222742,112913,0.493,4,9,4172791,2,1,0,1
22,246094,199107,0.191,2,17,3591006,0,1,2,1
51,262723,151505,0.423,0,21,186589,1,0,2,1
24,107806,71600,0.336,0,13,2801377,2,0,1,1
35,232605,186532,0.198,1,3,467153,0,2,0,0
51,255097,199125,0.219,3,4,2829707,0,1,1,0
25,222478,128147,0.424,4,4,500642,0,1,1,1
39,195591,105757,0.459,2,28,2635334,2,0,1,2
58,190596,92788,0.513,0,7,4747864,1,2,1,1
46,189957,132107,0.305,2,26,221120,1,2,1,1
22,257204,117758,0.542,4,11,1082221,0,0,2,2
36,206871,90493,0.563,2,24,21179,1,1,2,2
30,268154,132987,0.504,3,10,4185711,1,0,1,1
36,97307,38676,0.603,1,13,4729283,1,1,0,1
45,260998,178083,0.318,2,19,653724,1,0,1,1
25,146757,93767,0.361,1,19,3405733,1,0,0,1
33,78664,44491,0.434,4,12,1280475,1,0,1,2
58,191536,98579,0.485,1,22,3315838,1,2,2,2
58,284438,227545,0.2,2,30,552766,0,2,1,1
64,175528,55470,0.684,2,12,1497567,1,0,0,1
27,225399,162965,0.277,0,29,988128,1,1,1,2
60,247472,197000,0.204,2,21,302476,1,0,0,0
45,256182,139746,0.455,1,11,3971473,1,0,0,1
32,114037,68750,0.397,0,18,2224013,2,2,1,2
34,234912,192499,0.181,2,27,4175089,2,0,1,2
55,210272,87631,0.583,2,12,717940,1,1,0,1
46,249135,146011,0.414,4,23,169173,2,1,0,2
28,213487,119786,0.439,0,34,1204707,0,0,1,1
25,43074,19043,0.558,4,23,2924210,2,1,1,2
29,171621,128754,0.25,4,25,544991,1,2,2,2
41,252434,200629,0.205,4,4,4648937,1,2,0,0
50,257679,188121,0.27,3,30,4908892,0,0,2,1
31,77265,31481,0.593,4,30,3881610,0,2,1,2
64,41061,14277,0.652,1,13,2633068,0,2,1,1
55,184882,117029,0.367,2,14,3346889,0,0,1,0
47,138502,45899,0.669,3,8,4462966,0,0,1,1
62,281505,188623,0.33,4,24,4363867,2,0,1,1
24,132228,78243,0.408,2,18,1573474,0,0,0,1
27,231548,153871,0.335,0,25,4490759,1,1,2,2
26,201469,125836,0.375,0,17,1174995,2,0,0,1
26,38233,20358,0.468,2,32,1834865,0,0,1,1
44,267277,109712,0.59,1,24,3974036,2,0,1,1
30,181140,84798,0.532,2,7,235612,1,1,1,2
56,129135,75992,0.412,2,13,4437399,1,1,2,2
41,242314,159570,0.341,3,27,2933917,0,1,2,1
63,38682,28188,0.271,0,5,3668839,0,0,0,0
56,179455,129556,0.278,0,26,4788664,1,1,1,1
39,249404,208247,0.165,4,31,4833999,0,0,2,1
38,116198,53127,0.543,2,10,1091550,1,2,1,1
45,66830,22662,0.661,2,26,1543738,0,1,1,1
24,35234,17268,0.51,1,22,962334,1,0,2,2
53,82616,58559,0.291,0,12,3453695,0,0,1,1
56,296365,160322,0.459,1,32,886469,2,0,0,1
59,167482,125575,0.25,3,27,1265462,0,0,2,1
34,236127,142179,0.398,4,33,3212806,2,1,2,2
46,217485,176464,0.189,1,20,2689391,0,2,2,1
30,26051,21396,0.179,0,13,895719,2,0,1,1
25,101918,34460,0.662,3,14,4338281,1,1,2,2
35,103116,56819,0.449,2,22,2315323,1,1,2,2
58,253931,161329,0.365,3,18,3842043,0,1,2,1
55,233547,102931,0.559,1,29,3348979,1,0,1,1
32,251572,131796,0.476,0,16,1990124,0,0,2,2
62,156379,105200,0.327,1,34,4467694,1,2,1,1
24,81889,34778,0.575,2,3,264602,0,2,0,1
49,251256,158565,0.369,2,4,1567737,1,0,1,0
50,63134,43158,0.316,0,5,1238155,0,0,2,0
30,227834,79690,0.65,4,10,1054604,0,2,2,2
24,252579,144889,0.426,3,29,1283399,1,1,2,2
46,50954,22658,0.555,3,32,2411197,2,2,0,2
55,211093,147429,0.302,2,31,2094716,1,0,1,1
33,251999,101871,0.596,1,2,2328476,1,2,1,2
63,235938,186563,0.209,1,12,2990139,1,2,2,1
30,226499,121633,0.463,4,27,814110,1,0,0,1
36,292136,119454,0.591,1,5,876876,0,1,2,1
61,26961,14583,0.459,3,27,274507,0,0,1,1
46,37497,19678,0.475,1,23,1718002,2,1,2,2
26,281446,150828,0.464,4,33,2145696,1,1,1,2
32,160639,99926,0.378,3,4,3145917,1,0,1,1
55,260889,153049,0.413,1,21,4992488,1,1,2,2
45,204075,78033,0.618,3,24,1056058,1,0,2,2
36,45389,15253,0.664,2,31,3926516,1,1,0,1
59,200595,140652,0.299,2,24,3006640,1,1,0,1
29,238175,144773,0.392,2,10,1573663,0,2,2,1
26,28358,14106,0.503,1,2,3105573,1,0,1,1
47,277557,206668,0.255,4,31,4597454,1,1,2,1
39,232596,119422,0.487,3,25,1369943,2,1,1,2
27,279488,206200,0.262,0,4,2837132,1,1,2,1
58,130982,61321,0.532,2,11,3449428,1,1,1,1
34,253129,86080,0.66,2,17,4597429,0,1,2,2
49,292842,238066,0.187,0,2,4042879,0,2,0,0
26,118079,61047,0.483,0,6,615692,2,0,1,2
34,80805,59470,0.264,1,9,1783318,2,2,0,1
38,187421,85000,0.546,3,5,3364593,1,1,2,1
61,232849,152632,0.344,2,20,103018,1,1,2,1
53,263483,205601,0.22,4,29,4348251,0,1,0,0
50,69041,22293,0.677,1,21,221325,2,2,1,2
24,295146,223381,0.243,1,9,4229911,0,1,2,1
61,132524,81400,0.386,4,28,61684,2,2,2,2
55,243306,154282,0.366,4,8,3575225,1,0,1,0
61,44738,26294,0.412,4,31,1862334,1,1,2,2
48,297847,232606,0.219,0,20,537889,2,0,2,1
34,138776,44947,0.676,2,27,1697458,2,1,1,2
54,205494,91150,0.556,0,8,2884719,1,1,1,1
27,217971,170381,0.218,2,21,1198279,2,1,1,2
45,293449,209461,0.286,0,28,1675684,2,1,2,2
40,254334,78768,0.69,3,23,1478662,2,0,1,2
